,Full_Street_address,SF_avail,Price_per_sf_per_year,Prop_desc,Latitude,Longitude,City,Zipcode
351,"1301 Southern Boulevard, Bronx, NY 10459",12000,20.0,"(""NEW CONSTRUCTION CORNER PROPERTY offering 12' HIGH CEILINGS, HIGH VISIBILITY with HEAVY FOOT &amp; CAR TRAFFIC and 15 YEAR TAX ABATEMENT. 6,400 sq. ft. of 1st floor commercial space with an additional 5,600 sq. ft. of basement. Dominant location at the intersection of Southern Blvd. and Louis Nine Blvd. Besides being steps to the # 2 &amp; 5 Freeman St. train station and the Bx.11 and Bx.19 bus lines, this property is centrally located in an up and coming area surrounded by new construction, creating exponential population growth with an ever increasing need for goods and services. Build-out options available. Two bathrooms already built out on main floor. The 2nd floor is rented to a medical facility offering great synergy for any pharmacy. Also a great opportunity for a retail business, bank, restaurant, supermarket, school or office. Multiple schools and daycare centers nearby. HVAC/ADA compliant. Long term NNN lease options available. All utilities on separate meters."", '.')",40.8309474,-73.8918419,Bronx,10459
352,"625 Glenwood Road, Pine Island, NY 10969",12853,10.0,"('The Historic and Famous Jolly Onion property is now available for lease.  Many options exist for many different tenant uses. Anchored by a large restaurant space this property is the marquee location in Pine Island NY.  The Jolly Onion Square sits at the corner of three major roadways which lead east to Warwick, West to Minisink, South to New Jersey and north to Goshen and Middletown. Solid brick structure, w/ high ceilings in all spaces.  Landlords are willing to improve the site and spaces to tenant preferences.  Loads of parking. Additionally, there is potential for a 3,000 sq. ft pad site.', '.')",41.2958157,-74.4633133,Pine Island,10969
353,"75 E Central Avenue, Pearl River, NY 10965",7700,18.0,"(""Two Floors of open space totaling  7,700 SF(+/-) which will be divided as needed. Each floor has an available open area of +/- 49'x79'. The open spaces within the block and post column construction, can be easily converted to meet the needs of a Medical Center, Physical Therapy Center, Dance Studio, Fitness Center, Education Services, and a Retail or Office Complex, etc.There is also a private parking for 10 to 15 vehicles with an additional adjacent parking lot."", '.')",41.059731,-74.01842,Pearl River,10965
354,"362 W Route 59, Nanuet, NY 10954",1764,54.42,"(""Property has 1,764 SF building with central air an gas heating. The building has an interior and exterior bathroom and a 16'x24' foot garage with oversized doors. Has the potential as a fast food operation, banking/finance business, and retail business. Ideal For A Rent - A Car Business."", '.')",41.102316,-74.026911,Nanuet,10954
355,"167 Route 9w, Haverstraw, NY 10927",4160,10.1,"('Deli is vacant but comes with all of the front-end equipment and full kitchen operation. There is also an additional 1,000 SF of storage behind the deli. New roof and interior renovation recently completed.', '.')",41.197989,-73.980894,Haverstraw,10927
356,"585 Veterans Road W, Staten Island, NY 10309",2400,40.0,"('Strip center with Pep Boys and Dunkin as co-tenants.  Sits at entrance to Rt. 440\nCenter adjacent  to Lowes and Pathmark center.', '.')",40.54852,-74.2218951,Staten Island,10309
357,"1268 Forest Avenue, Staten Island, NY 10302",4350,15.0,"('Multi-level elevator building with approximately 10,000 SF of retail/office space. Can be subdivided. Floors ranging from 2500-4300 SF. Well suited for school, daycare, office or retail space. Building has private parking lot.', '.')",40.6261883,-74.1322179,Staten Island,10302
358,"680 North Galleria Drive Middletown Ny 10941, Middletown, NY 10941",16000,25.0,"('New Construction, fully approved regional strip center.  Stores from 1000 sf to 16,000 sf.  First Light at N Galleria Drive from Route 211E.  Great parking and visibility from road.   Occupancy 2016.', '.')",41.4546383,-74.361095,Middletown,10941
359,"1955 South Road, Poughkeepsie, NY 12601",3600,19.5,"('Stand out regional center with new facade and pylon.  Signange visable from Route 9.  Stop Light at the property entrance, which is the main entrance to the Galleria.', '.')",41.6225159,-73.918593,Poughkeepsie,12601
360,"1875 1905 Route 6, Carmel, NY 10512",25000,28.0,"('50,009 sq. ft. plaza located in Carmel, NY, anchored by a new CVS.', '.')",41.4167739,-73.6716543,Carmel,10512
361,"3752 3rd Avenue, Bronx, NY 10456",2266,35.0,"('Semi detached large building with 2266+ SF on the grade level retail and 900+ SF on the mezzanine level!  High Ceiling.  Egress from the side available.  Ideal for fast food restaurants (McDonald Express alike), large laundromat (large housing complex across street), clothing store, urgent care facility, etc...', '.')",40.8362922,-73.9022476,Bronx,10456
362,"60 Hope Street, Brooklyn, NY 11211",2500,37.92,"('RAW SPACE for Office, Yoga Studio, Production or Retail in one of a kind Original brick Building!\n\n*****Full Basement with 2500Sqft. floor space*****\n\n- Large raw Open space 2500sqft.\n- High Ceilings\n- Large windows for lots of natural light.\n- Exposed brick walls\n- Heating system installed\n- Brand new Electrical wiring for ceiling lights and tons of Electric outlets throughout the entire space\n- Bathroom \n- Gorgeous Outdoor space / Backyard \n\nThis space will work great for:\n\n- Creative Office\n- Yoga Studio\n- Production \n- Retail\n- Creative Studio\n\n\nReasonable and negotiable deal terms make this project a MUST SEE ! ! ! \n\nCall anytime for more information.', '.')",40.7132245,-73.9559691,Brooklyn,11211
363,"599 Wilson Avenue, Brooklyn, NY 11207",800,42.0,"('Great Pizza restaurant with all equipment for rent.', '.')",40.6905116,-73.9074455,Brooklyn,11207
364,"117 S 3rd Street, Brooklyn, NY 11211",3200,52.5,"('Incredible Ground Floor and Lower Level retail available.', '.')",40.7128627,-73.9629071,Brooklyn,11211
365,"161 Terry Road, Smithtown, NY 11787",2800,26.0,"('Up-scale Building on well traveled road. Restaurant, Wet Use, Retail, Studio, Office, Many Other Options!', '!')",40.8460665,-73.1684058,Smithtown,11787
366,"43 06a 58th Street, Flushing, NY 11377",1100,34.36,"('~1100sf newly renovated retail office space available in Woodside for lease. Functional layout with one big office that can be used as a conference room. \n\nFeatures include hardwood floors, high ceilings, renovated bathroom, 3 built-in split units for AC/Heat and second means of egress.\n\nLandlord will consider all dry businesses. Ideal for Accounting, Engineering, Real Estate and all professional office use and non-food related businesses. Immediate occupancy with long term lease option available for qualified tenants.\n\nFlexible viewing times.', '.')",40.7429987,-73.9074182,Flushing,11377
367,"310 Route 211e, Middletown, NY 10940",4143,15.0,"('Retail Space for Lease - Join Shop Rite &amp; ShopRite Gas Station, Fuddruckers, Auto Zone, Hudson Valley Federal Credit Union, and Chase Bank.', '.')",41.4547845,-74.3980983,Middletown,10940
368,"1001 Ny Route 376, East Fishkill, NY 12533",1035,19.5,"('For Lease\nVan Wyck Corners\nProfessional Center\n\nJoin Sunshine Orthodontics!', '!')",41.5742509,-73.8073714,East Fishkill,12533
369,"293 Main Street, Poughkeepsie, NY 12601",1500,16.0,"(""The Historic Cast Iron Building\nDutchess County's Central Business District\n\n293 &amp; 297 Main Street\nMain Street @ Garden Street\nPoughkeepsie, NY 12601"", '1')",41.7036514,-73.9270341,Poughkeepsie,12601
370,"1559 Route 82, Hopewell Junction, NY 12533",4800,18.75,"(""Demand Generators: \nMount Kisco Medical Group\nValley Pediatric Dentistry\nFlory's Convenience Store &amp; Deli\nMobil Gas Station\n\nArea Traffic Count:\nNYS Route 82 - 10,350 AADT\nTaconic State Parkway - 20,770 AADT"", 'T')",41.624614,-73.776332,Hopewell Junction,12533
371,"1145 Route 9, Wappinger, NY 12590",14082,26.0,"('For Lease\nOsborne Square\nProfessional Retail / Office Building\nU.S. Route 9\nWappinger, NY \n\nDemand Generators: \nAdams Fairacre Farms\nMINI of Dutchess County\nHudson Valley Volvo\nHudson Valley Volkswagen\nDurants Party Rentals\nPlant Depot', 't')",41.565541,-73.907311,Wappinger,12590
372,"115 Temple Hill Road, New Windsor, NY 12553",8700,18.5,"('Price Chopper Plaza at intersection of Route 94 &amp; Temple Hill Road.', '.')",41.4550453,-74.0579917,New Windsor,12553
373,"223 E 5th Street, New York, NY 10003",800,187.5,,40.72743,-73.989927,New York,10003
374,"131 3rd Street, Greenport, NY 11944",2000,36.0,,41.1021286,-72.3630962,Greenport,11944
375,"4685 Manhattan College Parkway, Bronx, NY 10471",1700,31.76,"('Location Corner: NEProperty Description: Storefront', 't')",40.891057,-73.898267,Bronx,10471
376,"27 W 72nd Street, New York, NY 10023",800,150.0,"('April 2004:  The property, also known as the Hotel Olcott has been sold.  The sale took place at a capitalization rate of 3.12$ and a gross rent multiple of 10.78.  The building was a hotel/SRO transient building containg 238 residential units and 7 commercial units.  Massey Knakal Realty Services and CB Richard Ellis were the sole brokers in this transaction.  The buyer was not disclosed.', '.')",40.7771953,-73.9774657,New York,10023
377,"78 Brookside Avenue, Chester, NY 10918",3670,14.0,"(""A 197,934 sq. ft. popular neighborhood shopping center, constructed in 1990. Anchored by Shoprite, Colonial Lanes, and the Tractor Supply Company, the shopping center is also home to Wendy's, Dunkin Donuts, Radio Shack, among others. Ideal for a sporting goods store, shoes, apparel, furniture store, medical offices, insurance or accounting offices."", '.')",41.3603006,-74.2836116,Chester,10918
378,"720 W 181st Street, New York, NY 10033",2200,109.09,"('6 Story, Pre-War built, retail-packed, prime Washington-Heights, Walking distance to and from BD and NR trains.', '.')",40.8502935,-73.9368293,New York,10033
379,"220 Wadsworth Avenue, New York, NY 10033",500,64.8,"('The property is a six-story elevator building located on the west side of Wadsworth Avenue between 186th and 187th streets in the Washington Heights submarket of Upper Manhattan. Surrounded by a desirable residential area and right by numerous subways!', '!')",40.8520064,-73.9336863,New York,10033
380,"45 Quaker Avenue, Cornwall, NY 12518",1900,7.0,"('The subject property is comprised of three buildings and is located just east of Route 9W.', '.')",41.4337027,-74.0391288,Cornwall,12518
381,"1580 Broadhollow Road, Farmingdale, NY 11735",4000,60.0,"('High Traffic Corner, Rt110 &amp; Conklin, 3/4 Acre Former Diner Location, 4000 sq ft  existing building with basement, Great Parking.', '.')",40.7389293,-73.4237305,Farmingdale,11735
382,"270 E 95th Street, Brooklyn, NY 11212",700,22.29,"('1092 Clarkson is a great opportunity', 'y')",40.659685,-73.921792,Brooklyn,11212
383,"69 44 Cooper Avenue, Glendale, NY 11385",1500,50.4,"('The Retail space is in excellent condition. Now open as a cafe coffee shop. We will consider any legal use. Food or Dry use.', '.')",40.7015594,-73.8811463,Glendale,11385
384,"210 Irving Avenue, Brooklyn, NY 11237",700,44.57,"('The Retail Corner is always great visability for any use.\n700 sq. ft. of rectangular shape.\nAll glass frontage for great exposure.\nThis has a 300 sq. ft. basement', 't')",40.700838,-73.91811,Brooklyn,11237
385,"1870 E Jericho Turnpike, Huntington, NY 11743",1000,45.0,"(""Well established and highly visible shopping center located on heavily traveled Jericho Turnpike with tremendous demographics and traffic counts or 50,000 + cers daily.  25,000 development site with (2) 1,000 Sf storefronts for lease.  Permit in place for a 17,700 Sf building, will build to suit.  20' ceilings on main level and 16'ceiling for lower level"", 'l')",40.836455,-73.3336412,Huntington,11743
386,"490 W Main Street, Patchogue, NY 11772",43256,28.0,"('3.97 acres of retail space on corner of Atlantic Ave. and Main Street (Montauk Highway). The proposed shopping center is less than 1 mile from the heart of busy Patchogue Village.  Amazing location (adjacent to CVS) with tremendous demographics of 19,000 +/- cars per day.  In close proximity to Patchogue train station, Long Island McArthur Airport, Sunrise Highway.  Owner is willing to build space to tenants specifications.', '.')",40.7601836,-73.0309701,Patchogue,11772
387,"213 Lake Avenue, Saint James, NY 11780",1700,11.96,"('Prime retail center located in the heart of downtown Saint James.    Join St. James Florist, Ruby Nails, etc. \n\n2 - 850 SF spaces that may be combined to 1700 SF. \n\n$1,695 per month (per 850 SF) including taxes &amp; CAM.  Tenant meter for gas and electric.', '.')",40.874888,-73.1554262,Saint James,11780
388,"473 Bedford Road, Pleasantville, NY 10570",150,72.0,"('Private salon space available inside busy tanning salon. Attention Entrepreneurs. Can use the entire back of the salon to set up your own mini shop. Perfect for a Hair Dresser / Barber with a following or Salon Spa Service (Eyebrows, Waxing, Makeup, Aesthetician  etc) person with following. No extra charges above your rent. Tremendous foot traffic and blocks from Pace University. The space was originally  set up for a barber and Aesthetician. Can use the entire back of the salon to set up your own mini shop', 'p')",41.1333701,-73.7929423,Pleasantville,10570
389,"5790 Broadway, Bronx, NY 10463",9375,27.0,"(""Prime Restaurant/Retail/Showroom/Warehouse space in retail corner directly adjoining anchor tenant BJ Warehouse and shopping center including Bank of America, Chipotle, Dunkin Donuts, City Med , Across from Riverdale Diner and McDonald's\nImmediate occupancy, overall condition is excellent, 2 drive in gates 14'x16', 18' ceilings, sprinklered.\nAll 9,375SF can be leased by one tenant or divided in to two or three spaces.\n\n1) 9375 SF includes 5,640SF warehouse space, 1,875SF Street Retail plus 1,875SF mezzanine space at $27 SF/Yr\n\n2) 5,640SF Warehouse space at $35 SF/Yr NNNN\n\n3) Two 2,820SF Warehouse spaces each at $35 SF/Yr NNN\n\n4) Street Retail 1,875SF with or without 1,875SF Mezzanine space, each at $35 SF/Yr NNN"", 'N')",40.884011,-73.900857,Bronx,10463
390,"95 Avenue B, New York, NY 10009",1540,89.61,"('In the east village, ground level, new building, corner property', 'y')",40.7245175,-73.981315,New York,10009
391,"3445 Junction Boulevard, Jackson Heights, NY 11372",1000,54.0,"('Retail location located in front of a busy bus stop on jut ion Blvd, great location great exposure call', 'l')",40.753767,-73.871716,Jackson Heights,11372
392,"97 Cedarhurst Avenue, Cedarhurst, NY 11516",1000,38.0,,40.621234,-73.723755,Cedarhurst,11516
393,"126 S Lexington Avenue, White Plains, NY 10601",4900,26.0,,41.0277797,-73.7716313,White Plains,10601
394,"16 New Street, Hewlett, NY 11557",1195,30.13,"('Prime Corner StorefrontDirectly across Hewlett Train Station.Store is adjecent to popular and trendy store Trinkets.', '.')",40.6375822,-73.7027108,Hewlett,11557
