,age,type_employer,education,education_num,marital,occupation,relationship,race,sex,capital_gain,capital_loss,hr_per_week,country,income
20404,37,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
24644,53,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States,1
26755,42,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,2885,0,40,United-States,0
12035,35,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,48,United-States,0
22753,31,Private,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,0
26318,35,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1
682,37,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Portugal,1
16972,66,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,8,United-States,1
11982,46,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,1
16069,28,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Cambodia,0
10853,34,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,0
11148,31,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,?,1
27683,24,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,0
9915,36,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,0
26798,34,Private,Bachelors,13,Separated,Sales,Not-in-family,White,Male,0,2824,50,United-States,1
22902,31,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
4590,22,Private,9th,5,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0
8661,33,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
30703,47,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0
29321,29,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
13284,46,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
17779,39,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
7123,38,Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,0
917,43,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,50,South,0
1911,38,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,0
19177,40,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
27245,33,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,19,India,0
26550,67,?,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,2457,40,United-States,0
2075,36,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,1
22591,39,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,30,United-States,1
32264,27,Private,HS-grad,9,Never-married,Craft-repair,Other-relative,Other,Male,0,0,40,Nicaragua,0
31930,43,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States,0
22677,49,Private,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,0,0,32,United-States,0
23940,28,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Poland,0
26651,34,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1485,40,United-States,1
11595,33,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
30843,37,State-gov,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,20,United-States,0
26535,59,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,1
25969,34,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,48,United-States,0
8828,35,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
20361,50,Self-emp-not-inc,HS-grad,9,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,60,Vietnam,0
15697,18,?,11th,7,Never-married,?,Other-relative,White,Male,0,0,7,United-States,0
2499,57,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
23817,42,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,0
27759,44,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1
28732,25,Private,Bachelors,13,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
4759,31,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,14344,0,40,United-States,1
4162,31,Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,0
4644,59,Private,9th,5,Widowed,Other-service,Unmarried,Black,Female,0,0,40,United-States,0
1266,31,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,45,United-States,0
19518,20,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,0
29724,44,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,14084,0,56,United-States,1
31965,24,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,0
20066,33,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
266,37,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,75,Thailand,1
16744,17,?,10th,6,Never-married,?,Own-child,Other,Female,0,0,20,United-States,0
11439,29,Private,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,0
29600,42,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
4543,27,Private,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,0
19378,28,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0
18200,31,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,0
1862,46,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
28754,20,Private,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,0
3562,47,Self-emp-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,15024,0,40,United-States,1
9042,50,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,15024,0,40,United-States,1
17068,23,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,3908,0,40,United-States,0
21956,22,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
1186,51,?,Masters,14,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,0
21067,42,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,0
25653,42,Private,Preschool,1,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,25,United-States,0
13000,31,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,0
10417,51,Private,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
18996,46,Private,Assoc-acdm,12,Divorced,Sales,Unmarried,White,Female,0,0,38,United-States,0
16992,37,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,1
13725,29,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,72,United-States,0
4632,19,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,20,United-States,0
1754,60,Private,10th,6,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0
29538,46,Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,0
8601,31,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
12907,59,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,55,United-States,1
7443,24,Private,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,2354,0,40,United-States,0
31204,18,Private,12th,8,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,0
5418,67,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1844,70,United-States,0
12644,45,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,?,0
28965,29,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,0
1528,48,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
16315,52,Local-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0
424,29,Private,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,0
22745,44,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3137,0,50,United-States,0
23317,26,Self-emp-not-inc,Assoc-voc,11,Never-married,Farming-fishing,Own-child,White,Male,0,0,65,United-States,0
4642,58,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,1
15560,47,Self-emp-not-inc,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,20,United-States,0
7877,44,?,HS-grad,9,Married-civ-spouse,?,Husband,Black,Male,0,0,40,United-States,0
31163,52,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1
15950,41,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,36,United-States,0
4931,34,Local-gov,9th,5,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,0
30185,25,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
16436,18,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,25,United-States,0
29821,48,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
23109,30,Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
26113,20,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,50,United-States,0
7381,36,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,57,United-States,1
12135,53,State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
22752,26,?,Bachelors,13,Married-civ-spouse,?,Wife,White,Female,0,0,20,United-States,0
2657,18,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,24,United-States,0
6245,18,Private,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,24,United-States,0
14975,35,Private,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0,0,35,Jamaica,0
78,67,?,10th,6,Married-civ-spouse,?,Husband,White,Male,0,0,2,United-States,0
18423,39,Private,9th,5,Separated,Craft-repair,Own-child,White,Male,0,0,35,Mexico,0
9170,37,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
29657,45,Private,11th,7,Married-civ-spouse,Other-service,Wife,White,Female,0,0,36,United-States,0
24787,46,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,0
8997,23,?,Some-college,10,Never-married,?,Not-in-family,White,Male,0,0,40,United-States,0
27767,30,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,0
25376,22,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
12872,32,Private,Assoc-voc,11,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,0
1881,24,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Male,0,0,40,El-Salvador,0
18196,36,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0
2409,45,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,3325,0,40,United-States,0
18903,68,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,10,United-States,0
12335,62,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,0
9845,40,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,28,United-States,0
27033,33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,1
6719,18,Private,11th,7,Never-married,Other-service,Own-child,Black,Male,0,0,20,United-States,0
22127,37,Private,HS-grad,9,Separated,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
25507,18,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,15,United-States,0
23173,37,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,1
20061,25,Private,Bachelors,13,Never-married,Tech-support,Own-child,White,Female,0,0,16,United-States,0
12467,48,Private,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States,0
12008,36,?,Masters,14,Married-civ-spouse,?,Husband,White,Male,0,0,50,United-States,0
12559,29,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
25334,42,Private,9th,5,Separated,Craft-repair,Unmarried,Black,Male,0,0,40,United-States,0
13302,41,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,1
21861,51,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States,0
19685,17,Private,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,10,United-States,0
26726,56,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1977,50,United-States,1
28860,21,?,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,0
2299,41,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,0
9994,64,Private,HS-grad,9,Widowed,Priv-house-serv,Not-in-family,White,Female,0,0,15,United-States,0
5196,43,Local-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
24020,17,Private,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,0
21685,32,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,43,United-States,0
7,49,Private,9th,5,Married-spouse-absent,Other-service,Not-in-family,Black,Female,0,0,16,Jamaica,0
28709,19,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,25,United-States,0
22582,46,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,0
25316,64,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,9,United-States,1
25920,53,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,Black,Female,0,0,48,United-States,0
24882,48,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
4566,55,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
3896,62,?,Some-college,10,Married-civ-spouse,?,Wife,White,Female,0,0,45,United-States,1
19285,41,?,HS-grad,9,Divorced,?,Unmarried,White,Female,0,0,40,United-States,0
22058,58,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
13494,64,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,0
1032,20,State-gov,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Male,0,1719,20,United-States,0
11380,48,Private,10th,6,Divorced,Machine-op-inspct,Unmarried,White,Female,0,1594,32,United-States,0
26361,51,Self-emp-inc,Bachelors,13,Divorced,Farming-fishing,Unmarried,White,Male,0,0,50,United-States,0
10972,58,Private,1st-4th,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,0
24117,20,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,0
14478,31,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,48,United-States,0
31409,27,Private,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
18594,17,Private,11th,7,Never-married,Other-service,Own-child,Black,Female,0,0,25,United-States,0
30589,66,State-gov,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States,0
13545,31,Private,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,55,United-States,0
11138,51,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,38,United-States,0
2705,21,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,0
26634,43,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
7997,40,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
24182,32,Self-emp-not-inc,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,65,United-States,0
8506,33,Local-gov,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,48,United-States,1
24488,21,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,0
10017,23,?,Some-college,10,Never-married,?,Not-in-family,White,Female,0,0,25,United-States,0
11149,20,Private,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,10,United-States,0
25953,48,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0
17021,22,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
150,43,?,Some-college,10,Divorced,?,Not-in-family,White,Female,0,0,40,United-States,0
9082,28,Private,Assoc-voc,11,Never-married,Other-service,Other-relative,Black,Male,0,0,40,United-States,0
22092,30,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,0
5810,39,Private,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,0
27536,28,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,0
29625,25,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,0
