|title|blurb|category|location|goal_USD|pledged_USD|percent_received|pledged_USD|num_backers|num_backers_tier|pledge_tier|url|exchange_rate|goal_level|goal_level_num|pledge_level|pledge_level_num|creator|creator_names|country|start|end|days
976|You Are Not The Hero|A new action platform RPG, inspired by all the people the heroes always ended up screwing over. Stupid heroes...|Video Games|San Francisco, CA|12001.0|90776.0|756.403633031|90776.0|3424|[21, 500, 2083, 21, 103, 7, 156, 86, 100, 153, 36, 60, 10, 18, 0, 2, 1]|[5.0, 10.0, 15.0, 25.0, 30.0, 35.0, 45.0, 50.0, 55.0, 60.0, 60.0, 120.0, 250.0, 270.0, 450.0, 750.0, 2000.0]|/projects/812850535/you-are-not-the-hero|1.0|medium|1|low|0|812850535|Donn Manalili|USA|2013-10-12|2013-11-12|31
977|Zoombinis|A classic puzzle filled adventure game returns to tablets and desktops.|Games|Cambridge, MA|50000.0|101716.0|203.432|101716.0|3424|[25, 806, 1201, 256, 505, 58, 367, 100, 46, 26, 7, 6, 3, 0, 0, 1]|[5.0, 10.0, 15.0, 25.0, 25.0, 50.0, 60.0, 110.0, 110.0, 175.0, 250.0, 500.0, 500.0, 1000.0, 2000.0, 2000.0]|/projects/zoombinisgame/zoombinis|1.0|high|2|medium|1|zoombinisgame|TERC|USA|2015-02-17|2015-03-24|35
978|Word Realms|A roleplaying video game where words CAN hurt you.|Video Games|Mesa, AZ|100000.0|121442.0|121.442|121442.0|3424|[790, 616, 1682, 149, 131, 10, 10, 2, 2, 0, 0, 0]|[11.0, 23.0, 37.0, 69.0, 110.0, 230.0, 370.0, 690.0, 1111.0, 2323.0, 3737.0, 6969.0]|/projects/2140824020/word-realms|1.0|dreaming|3|high|2|2140824020|Asymmetric|USA|2012-05-15|2012-06-21|37
979|I Fight Dragons - Project Atma - The Near Future|I Fight Dragons funded their first post-major-label album via Kickstarter and proceeded to make a crazy rock opera that hit #5 on the Billboard Vinyl Charts upon its release|Chiptune|Chicago, IL|20000.0|115052.0|575.26|115052.0|3423|[85, 161, 271, 1570, 541, 223, 205, 141, 17, 100, 52, 10, 4, 10, 5, 1, 1, 2, 4, 0, 1, 0, 0, 0, 0, 5, 1, 0, 1, 1, 1, 1, 1, 0, 0]|[1.0, 10.0, 15.0, 20.0, 25.0, 30.0, 40.0, 50.0, 75.0, 100.0, 125.0, 150.0, 175.0, 175.0, 200.0, 225.0, 250.0, 250.0, 275.0, 300.0, 300.0, 350.0, 400.0, 450.0, 450.0, 500.0, 500.0, 500.0, 500.0, 750.0, 800.0, 1000.0, 2000.0, 5000.0, 10000.0]|/projects/1899688657/project-atma-i-fight-dragons-creates-an-epic-new-a|1.0|high|2|low|0|1899688657|Brian Mazzaferri|USA|2013-04-30|2013-06-02|33
980|iblazr 2 - The Most Versatile LED Flash for iOS, Android.|The World’s Most Ultimate Wireless Flash for iPhone, iPad, Androids and Digital Cameras. Now synced with native camera apps.|Product Design|Kiev, Ukraine|70000.0|253578.0|362.254285714|253578.0|3421|[10, 1000, 528, 853, 578, 309, 74, 19, 1, 0, 0, 0]|[5.0, 45.0, 49.0, 59.0, 90.0, 125.0, 199.0, 385.0, 1169.0, 1899.0, 3499.0, 4799.0]|/projects/iblazr/iblazr-2-the-most-versatile-led-flash-for-ios-andr|1.0|dreaming|3|medium|1|iblazr|iblazr lab|Ukraine|2015-06-17|2015-07-17|29
981|McSweeney's: New Books, New Magazines, and a Whole Lot More|Support the next wave of projects from a cherished independent publisher. Keep McSweeney's going!|Publishing|San Francisco, CA|150000.0|257080.0|171.386666667|257080.0|3419|[89, 84, 233, 107, 500, 45, 27, 55, 100, 136, 70, 90, 80, 388, 23, 1, 12, 154, 78, 1, 1, 1, 22, 5, 20, 5, 1, 1, 2, 2, 2, 14, 7, 2, 11, 84, 7, 2, 101, 19, 11, 16, 8, 9, 1, 5, 3, 1, 3, 2, 5, 157, 134, 29, 4, 10, 37, 12, 64, 10, 1, 5, 10, 1, 2, 1, 2, 1, 1, 2, 1, 1, 6, 0, 4, 5, 2, 1, 12, 1, 1, 1, 1, 6, 2, 3, 2, 15, 1, 1, 1, 14, 1, 1, 1, 1, 1, 1, 2, 2, ...]|[5.0, 7.0, 10.0, 15.0, 15.0, 15.0, 15.0, 18.0, 20.0, 20.0, 20.0, 25.0, 25.0, 25.0, 25.0, 30.0, 30.0, 35.0, 40.0, 45.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 55.0, 55.0, 65.0, 70.0, 70.0, 70.0, 70.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 80.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 125.0, 125.0, 130.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 180.0, 200.0, 200.0, 200.0, 250.0, 250.0, 250.0, 250.0, 250.0, 300.0, 300.0, 325.0, 350.0, 350.0, 350.0, 350.0, 350.0, 350.0, 350.0, 400.0, 400.0, 400.0, 400.0, 500.0, 500.0, 500.0, ...]|/projects/mcsweeneys/mcsweeneys-new-books-new-magazines-and-a-whole-lot|1.0|dreaming|3|high|2|mcsweeneys|McSweeney's Publishing|USA|2015-05-04|2015-06-05|32
982|21st CENTURY TANK GIRL: a book by Hewlett & Martin & Co|Martin re-teams with Hewlett, Bond, Mahfood, WJC, Edwards, Parson & Knowles to bring you a new, futuristic, hardback Tank Girl book!|Comics|Berwick-upon-Tweed, UK|71250.0|217662.5|305.49122807|217662.5|3414|[26, 18, 41, 28, 50, 69, 776, 107, 1020, 54, 60, 6, 216, 380, 12, 10, 3, 3, 4, 4, 40, 6, 187, 62, 15, 40, 11, 8, 3, 35, 58, 3, 4, 10, 22, 2, 2, 5, 1, 0, 0, 0]|[1.66, 3.33, 7.0, 12.0, 15.0, 22.0, 38.0, 45.0, 50.0, 53.0, 53.0, 58.0, 83.0, 92.0, 116.0, 116.0, 116.0, 116.0, 116.0, 116.0, 116.0, 116.0, 125.0, 133.0, 166.0, 183.0, 183.0, 200.0, 200.0, 208.0, 216.0, 233.0, 258.0, 316.0, 333.0, 366.0, 1108.0, 1664.0, 3328.0, 4160.0, 5823.0, 8319.0]|/projects/332295438/21st-century-tank-girl-a-book-by-hewlett-and-marti|1.25|dreaming|3|medium|1|332295438|Alan C. Martin|USA|2014-03-31|2014-04-30|30
983|SALEM: A Strategic Card Game of Deception - FUNDED!|Accuse and defend your fellow townsfolk as you hunt down the witches of Salem. Act fast, before conspiracy turns you against your own. Successfully funded! Available November '15!|Tabletop Games|Provo, UT|6000.0|103347.0|1722.45|103347.0|3404|[41, 61, 120, 2944, 171, 21, 26, 4, 0, 0]|[1.0, 10.0, 23.0, 25.0, 45.0, 68.0, 100.0, 229.0, 500.0, 2000.0]|/projects/travishancock/salem-a-strategic-card-game-of-deception-for-4-12|1.0|medium|1|low|0|travishancock|Travis Hancock|USA|2015-03-25|2015-04-24|30
984|Feng Shui 2: Action Movie Roleplaying Game by Robin D. Laws|The classic RPG of Hong Kong-inspired cinematic action is back, refurbished with a fresh bag of ammo for a new generation!|Tabletop Games|St. Paul, MN|8000.0|185137.0|2314.2125|185137.0|3402|[22, 1315, 93, 410, 23, 826, 105, 23, 139, 21, 24, 25, 57, 11, 119, 4, 113, 10, 45, 10, 3]|[1.0, 10.0, 20.0, 25.0, 40.0, 50.0, 64.0, 75.0, 85.0, 90.0, 95.0, 99.0, 110.0, 130.0, 140.0, 149.0, 165.0, 199.0, 250.0, 400.0, 650.0]|/projects/atlasgames/feng-shui-2-action-movie-roleplaying-game-by-robin|1.0|medium|1|low|0|atlasgames|Atlas Games|USA|2014-09-17|2014-10-17|30
985|RePhone Kit - World's First Open Source and Modular Phone|Create a phone yourself in minutes and hack a new way to communicate with things.|Hardware|San Francisco, CA|50000.0|276865.0|553.73|276865.0|3399|[200, 499, 9, 100, 4, 100, 298, 776, 14, 101, 85, 100, 74, 31, 749, 38, 97, 7, 25, 20, 4, 1]|[12.0, 12.0, 16.0, 29.0, 39.0, 39.0, 39.0, 45.0, 55.0, 59.0, 59.0, 59.0, 60.0, 69.0, 109.0, 119.0, 189.0, 229.0, 299.0, 479.0, 5000.0, 10000.0]|/projects/seeed/rephone-kit-worlds-first-open-source-and-modular-p|1.0|high|2|medium|1|seeed|Seeed|USA|2015-09-22|2015-10-29|36
986|MICATON MAGNETIC SCREW HOLDER|Revolutionary device that will turn your screwing job much easier and powerful.|Gadgets|Vigo, Spain|50000.0|116620.0|233.24|116620.0|3399|[500, 669, 36, 845, 199, 298, 191, 469, 178]|[10.0, 12.0, 15.0, 18.0, 25.0, 30.0, 40.0, 60.0, 100.0]|/projects/micatonergonomics/micaton-magnetic-screw-holder|1.0|high|2|medium|1|micatonergonomics|Micaton Ergonomics, S.L.|Spain|2015-11-03|2015-12-13|40
987|USB ChargeDoubler - available now!|Accelerate your smartphone  charging. No data theft. Magnetic usb cable for your keyring.|Product Design|Munich, Germany|2997.5|64803.77|2161.92727273|64803.77|3397|[90, 90, 30, 30, 842, 346, 153, 84, 18, 4, 438, 221, 274, 286, 357, 125]|[8.0, 8.0, 10.0, 10.0, 12.0, 12.0, 16.0, 16.0, 18.0, 18.0, 20.0, 20.0, 20.0, 25.0, 33.0, 61.0]|/projects/1599478765/usb-chargedoubler-double-your-charging-speed|1.09|low|0|low|0|1599478765|WN Products Germany|Germany|2015-05-12|2015-06-14|33
988|Kodama: The Tree Spirits|An inTREEguing game for 2-5 players in 45 minutes or less.|Tabletop Games|Indianapolis, IN|10800.0|99380.0|920.185185185|99380.0|3397|[59, 455, 2742, 131, 3]|[1.0, 19.0, 27.0, 52.0, 400.0]|/projects/actionphasegames/kodama-the-tree-spirits|1.0|medium|1|low|0|actionphasegames|Action Phase Games|USA|2015-10-13|2015-11-12|30
989|Barracuda: Collapsible Luggage + Tray + GPS + USB Charger|Meet the world's first fully-collapsible hardside carry-on with built-in tray, GPS, ergonomic swivel handle and a distinctive design.|Product Design|San Francisco, CA|20000.0|1252222.0|6261.11|1252222.0|3397|[257, 50, 100, 200, 300, 499, 500, 201, 27, 50, 50, 299, 1, 553, 100, 92, 20, 50, 12, 2]|[1.0, 145.0, 190.0, 210.0, 230.0, 240.0, 245.0, 250.0, 330.0, 340.0, 360.0, 380.0, 385.0, 390.0, 550.0, 560.0, 875.0, 890.0, 930.0, 980.0]|/projects/barracuda/barracuda-collapsible-luggage-tray-gps-usb-charger|1.0|high|2|low|0|barracuda|Barracuda|USA|2015-04-14|2015-05-29|45
990|The Artiphon INSTRUMENT 1|Strum a guitar, bow a violin, tap a piano, loop a beat – on a single instrument. An intuitive way to create music and play any sound.|Hardware|Nashville, TN|75000.0|1319672.0|1759.56266667|1319672.0|3391|[197, 96, 250, 1214, 1320, 6, 24, 127, 31]|[5.0, 25.0, 299.0, 349.0, 399.0, 599.0, 679.0, 899.0, 1299.0]|/projects/artiphon/introducing-the-artiphon-instrument-1|1.0|dreaming|3|medium|1|artiphon|Artiphon|USA|2015-03-03|2015-04-12|40
991|SlimFold Wallet Soft Shell: Crash-tested minimal thin wallet|Slim wallet made from incredibly thin yet 70mph crash-tested motorcycle wear material. Finally a minimal wallet with no compromises.|Product Design|Mountain View, CA|16000.0|169300.0|1058.125|169300.0|3391|[500, 12, 250, 1000, 500, 534, 100, 96, 263, 42, 48, 24]|[35.0, 40.0, 40.0, 40.0, 45.0, 45.0, 50.0, 80.0, 85.0, 90.0, 105.0, 120.0]|/projects/667392092/slimfold-wallet-soft-shell-70mph-crash-tested-dura|1.0|medium|1|low|0|667392092|Dave Zuverink|USA|2014-09-12|2014-10-12|30
992|Drawstring Backpack.  Reinvented.|World’s first premium drawstring backpack with cords that never become uneven or unbalanced.|Product Design|Chicago, IL|10000.0|146824.0|1468.24|146824.0|3390|[100, 200, 300, 632, 500, 388, 454, 70, 148, 225, 342, 1]|[17.0, 19.0, 23.0, 25.0, 35.0, 35.0, 35.0, 35.0, 35.0, 60.0, 70.0, 3000.0]|/projects/2026249294/drawstring-backpack-reinvented|1.0|medium|1|low|0|2026249294|mochibags|USA|2013-07-22|2013-08-31|39
993|Alice: Otherlands|"Rendered in beautiful 3D animation, Alice enters the ""Otherlands"" of London's most beautiful and terrifying minds."|Shorts|Shanghai, China|200000.0|222377.0|111.1885|222377.0|3389|[208, 947, 706, 373, 272, 111, 564, 28, 0, 1]|[10.0, 25.0, 35.0, 50.0, 60.0, 90.0, 115.0, 500.0, 5000.0, 10000.0]|/projects/spicyhorse/alice-otherlands|1.0|dreaming|3|dreaming|3|spicyhorse|American McGee|China|2013-07-15|2013-08-04|20
994|CITIZEN KOCH|Thanks to your participation, this campaign is a success! You can still help get the film out. Please join us: www.citizenkoch.com|Documentary|Brooklyn, NY|75000.0|169522.0|226.029333333|169522.0|3384|[561, 666, 466, 138, 229, 459, 29, 22, 3, 5, 5, 8, 8, 6, 0, 1, 0, 0, 1, 0]|[5.0, 10.0, 25.0, 50.0, 75.0, 100.0, 150.0, 200.0, 250.0, 350.0, 350.0, 500.0, 1000.0, 1500.0, 1500.0, 2500.0, 5000.0, 5000.0, 5000.0, 10000.0]|/projects/1308051297/citizen-koch|1.0|dreaming|3|medium|1|1308051297|Elsewhere Films - Carl Deal & Tia Lessin|USA|2013-07-09|2013-08-08|30
995|The Lomography New Petzval 85 Portrait Lens|A Legendary 19th Century Lens. Reinvented For Use With All Nikon F & Canon EF Mount Analog & Digital SLR Cameras.|Product Design|New York, NY|100000.0|1396149.0|1396.149|1396149.0|3379|[129, 15, 97, 100, 599, 1100, 171, 299, 148, 200, 152, 18, 150, 5, 5, 22, 5, 10, 3, 2, 4, 1, 1]|[15.0, 50.0, 79.0, 300.0, 350.0, 400.0, 400.0, 475.0, 500.0, 500.0, 500.0, 500.0, 600.0, 1000.0, 1000.0, 1000.0, 1100.0, 1100.0, 1500.0, 2000.0, 2100.0, 2500.0, 2600.0]|/projects/lomography/the-lomography-petzval-portrait-lens|1.0|dreaming|3|high|2|lomography|Lomography|USA|2013-07-25|2013-08-24|30
996|Star Trek: Renegades Episodes 2 & 3|INDEPENDENT STAR TREK FAN-FUNDED INTERNET SERIES WITH AN ALL-STAR CAST OF TREK ACTORS|Science Fiction|Los Angeles, CA|350000.0|378181.0|108.051714286|378181.0|3379|[590, 891, 144, 188, 419, 214, 200, 100, 100, 47, 104, 61, 30, 17, 8, 2, 6, 3, 4, 15, 0, 1, 2, 13, 0, 2, 1, 1, 5, 1, 2, 1, 1, 0, 0, 0, 4, 3, 4, 1, 0]|[25.0, 35.0, 50.0, 55.0, 75.0, 100.0, 125.0, 125.0, 125.0, 125.0, 150.0, 250.0, 250.0, 300.0, 300.0, 350.0, 350.0, 350.0, 450.0, 500.0, 500.0, 500.0, 600.0, 750.0, 950.0, 950.0, 1000.0, 1000.0, 1500.0, 1550.0, 1700.0, 2500.0, 2500.0, 2700.0, 2900.0, 3500.0, 5000.0, 5000.0, 5000.0, 10000.0, 10000.0]|/projects/145553614/star-trek-renegades-episodes-2-and-3|1.0|dreaming|3|dreaming|3|145553614|the Star Trek: Renegades team|USA|2015-10-27|2015-12-02|36
997|Girl Genius Volume 13: Agatha Heterodyne & The Sleeping City|It's time to print the next volume in the continuing adventures of Agatha Heterodyne - Girl Genius!|Comics|Seattle, WA|55000.0|219327.0|398.776363636|219327.0|3378|[17, 504, 86, 212, 1025, 455, 464, 214, 128, 113, 54, 15, 25, 33, 2, 0, 0, 0]|[5.0, 10.0, 12.0, 25.0, 30.0, 55.0, 55.0, 80.0, 125.0, 150.0, 180.0, 350.0, 350.0, 450.0, 1250.0, 2500.0, 10000.0, 10000.0]|/projects/girlgenius/girl-genius-volume-13-agatha-heterodyne-and-the-sl|1.0|dreaming|3|medium|1|girlgenius|Studio Foglio|USA|2014-04-09|2014-05-02|23
998|THUNDERBIRDS 1965: NEW EPISODES FROM 1960s RECORDINGS|Resurrecting Gerry and Sylvia Anderson's Classic 'Thunderbirds' using original voice tracks and retro filmmaking techniques|Science Fiction|Slough, UK|93750.0|273015.0|291.216|273015.0|3378|[55, 31, 29, 29, 18, 13, 33, 99, 15, 729, 99, 46, 583, 60, 480, 6, 0, 614, 230, 49, 60, 12, 41, 7, 12, 0, 1, 1, 0]|[1.54, 8.0, 9.0, 15.0, 15.0, 20.0, 23.0, 23.0, 23.0, 31.0, 39.0, 39.0, 46.0, 46.0, 54.0, 62.0, 62.0, 69.0, 124.0, 232.0, 309.0, 425.0, 463.0, 772.0, 1930.0, 3088.0, 4632.0, 7719.0, 7719.0]|/projects/1558089494/thunderbirds-1965-new-episodes-from-1960s-recordin|1.25|dreaming|3|high|2|1558089494|Stephen La Rivière|USA|2015-07-09|2015-08-09|31
999|The MSTR KEY (Master Key) 20-in-1 Multi-Tool Keytool|With 20 practical functions, our beautifully crafted key-sized, key-shaped, multitool enhances your everyday carry without adding bulk.|Product Design|Los Angeles, CA|4000.0|133449.0|3336.225|133449.0|3378|[27, 150, 1998, 682, 218, 112, 104, 25, 55]|[1.0, 18.0, 22.0, 42.0, 60.0, 75.0, 90.0, 150.0, 165.0]|/projects/244127719/the-mstr-key-master-key-20-in-1-multi-tool-keytool|1.0|low|0|low|0|244127719|MSTRMND Collective|USA|2016-08-01|2016-09-02|32
1000|HICKIES -\xa0Turn Your Shoes Into Slip-Ons|Make your shoes look, fit, and feel better. No tying, custom fit, slip on and off. #LifeWithoutLaces|Product Design|Brooklyn, NY|25000.0|159167.0|636.668|159167.0|3370|[13, 500, 1498, 643, 424, 98, 26, 81, 29, 15]|[1.0, 16.0, 30.0, 45.0, 59.0, 75.0, 90.0, 115.0, 300.0, 500.0]|/projects/hickies/hickies-turn-your-kicks-into-slip-ons|1.0|high|2|low|0|hickies|Mariquel & Gaston|USA|2012-04-30|2012-06-14|45
1001|Timber and Stone|A voxel-based city building game with a heavy emphasis on combat, fortifications, and siege warfare.|Video Games|Las Vegas, NV|50000.0|88577.0|177.154|88577.0|3368|[1667, 1204, 352, 21, 85, 0]|[15.0, 30.0, 50.0, 70.0, 90.0, 2000.0]|/projects/1102507263/timber-and-stone|1.0|high|2|medium|1|1102507263|Robert Reed|USA|2012-09-26|2012-10-26|30
1002|XenoShyft Onslaught|Defend against waves of horrific aliens in this beautifully illustrated, base defense, deck-building game for 1 to 4 players.|Tabletop Games|Atlanta, GA|25000.0|242832.0|971.328|242832.0|3367|[556, 2761]|[45.0, 50.0]|/projects/coolminiornot/xenoshyft-onslaught|1.0|high|2|low|0|coolminiornot|CoolMiniOrNot|USA|2014-06-04|2014-06-18|14
1003|Sheltered|Family comes first. Protect your family after the nuclear aftermath in an underground shelter in this strategy survival game.|Video Games|Shrewsbury, UK|18750.0|37685.0|200.986666667|37685.0|3366|[8, 2262, 167, 440, 59, 335, 31, 44, 12, 1]|[1.67, 7.0, 10.0, 17.0, 23.0, 33.0, 84.0, 126.0, 167.0, 837.0]|/projects/29211325/sheltered|1.25|high|2|low|0|29211325|Unicube|USA|2014-06-04|2014-07-04|30
1004|The Duchess - A Gaming Table from BoardGameTables.com|A table built for board gaming, at a price never seen before.|Tabletop Games|Olathe, KS|40000.0|2592231.0|6480.5775|2592231.0|3364|[427, 34, 164, 129, 2547, 4, 43]|[1.0, 499.0, 559.0, 739.0, 799.0, 2113.0, 2973.0]|/projects/1296268806/the-duchess-a-gaming-table-from-boardgametablescom|1.0|high|2|low|0|1296268806|Chad DeShon|USA|2016-06-09|2016-07-13|33
1005|Midora|Journey through unforgiving dungeons in this 90's inspired action-adventure, where a young hero rises to prevent a war of the elements.|Video Games|Fort Myers, FL|60000.0|73470.0|122.45|73470.0|3359|[1981, 512, 84, 368, 197, 7, 46, 100, 8, 4, 1, 1, 0, 1, 1]|[10.0, 15.0, 25.0, 25.0, 40.0, 60.0, 75.0, 100.0, 150.0, 150.0, 300.0, 500.0, 1000.0, 2500.0, 4000.0]|/projects/epicmindsinc/midora-0|1.0|dreaming|3|medium|1|epicmindsinc|Epic Minds|USA|2014-06-13|2014-07-13|30
1006|Kraut Source - Fermentation Made Simple|Gourmet Fermentation in a Mason Jar. Create delicious, nutritious fermented foods at home.|Small Batch|San Francisco, CA|35000.0|184133.0|526.094285714|184133.0|3355|[48, 100, 1293, 214, 100, 1302, 118, 157, 0]|[5.0, 25.0, 30.0, 45.0, 55.0, 65.0, 100.0, 110.0, 5000.0]|/projects/1412648491/kraut-source-fermentation-made-simple|1.0|high|2|low|0|1412648491|Karen Diggs and Eric Klein|USA|2014-07-22|2014-08-26|35
1007|Warpath - The Sci-fi Battle Game|Warpath is the sci-fi gaming system where two opposing forces of miniatures do battle in the warzones of the far future.|Tabletop Games|Nottingham, UK|25000.0|484917.0|1939.668|484917.0|3355|[1224, 249, 471, 195, 179, 94, 4, 13, 578, 1, 149, 150, 32]|[1.0, 50.0, 115.0, 120.0, 120.0, 125.0, 140.0, 150.0, 235.0, 280.0, 425.0, 425.0, 425.0]|/projects/1744629938/warpath-the-sci-fi-battle-game|1.0|high|2|low|0|1744629938|Mantic Games|USA|2015-09-21|2015-10-11|20
1008|SmartHalo - Turn your bike into a smart bike|SmartHalo is a smart biking system that lets you focus on what matters the most - the road.|Gadgets|Montreal, Canada|50250.0|404042.25|804.064179104|404042.25|3354|[141, 135, 100, 100, 2135, 677, 26, 2, 0]|[0.76, 5.0, 79.0, 89.0, 99.0, 178.0, 395.0, 791.0, 5007.0]|/projects/1106460188/smarthalo-turn-your-bike-into-a-smart-bike|0.75|dreaming|3|medium|1|1106460188|CycleLabs|Canada|2015-08-25|2015-09-24|30
1009|FYM Hot Sauce - Spicy and flavorful from fresh ingredients|FYM is a very spicy and flavorful premium habanero hot sauce made with fresh ingredients.  It goes great with everything!|Food|Portland, OR|5500.0|63556.0|1155.56363636|63556.0|3353|[17, 331, 1724, 591, 6, 533, 16, 14, 46, 10, 39, 6, 7, 0, 3, 1]|[1.0, 5.0, 10.0, 20.0, 25.0, 35.0, 50.0, 60.0, 65.0, 70.0, 80.0, 100.0, 100.0, 250.0, 250.0, 500.0]|/projects/136598712/fym-hot-sauce-spicy-and-flavorful-from-fresh-ingre|1.0|low|0|low|0|136598712|Dane Wilcox|USA|2014-05-13|2014-06-12|30
1010|Ruggie\u2122 - The World's Best Alarm Clock|Getting out of bed has never been so easy. Effortlessly create successful morning routines and wake up motivated everyday!|Product Design|Vancouver, Canada|37500.0|346259.25|923.358|346259.25|3349|[500, 2344, 374, 12]|[59.0, 79.0, 149.0, 415.0]|/projects/961424878/ruggietm-the-worlds-best-alarm-clock|0.75|high|2|low|0|961424878|Ruggie|Canada|2016-01-03|2016-03-03|60
1011|C-Wars: Roguelike Pixel Art PC Game|What happens when Cyberpunk apocalypse roguelike meets RTS in pixel art? C-Wars!|Video Games|Beijing, China|32000.0|95574.0|298.66875|95574.0|3348|[21, 982, 1000, 97, 242, 101, 79, 357, 374, 11, 5, 4, 13, 0, 0, 0, 2, 1, 1, 1]|[5.0, 10.0, 10.0, 20.0, 25.0, 30.0, 35.0, 40.0, 60.0, 120.0, 220.0, 250.0, 300.0, 500.0, 500.0, 500.0, 1500.0, 2000.0, 4000.0, 4000.0]|/projects/1054244612/c-wars-roguelike-pixel-art-pc-game|1.0|high|2|low|0|1054244612|Onipunks|China|2013-04-11|2013-05-11|30
1012|Next Generation LiveCode (Open Source)|Everyone in the world can code. Let’s start now!|Software|Edinburgh, UK|437500.0|617243.75|141.084285714|617243.75|3342|[332, 783, 860, 425, 24, 12, 44, 334, 47, 66, 112, 15, 84, 16, 2, 83, 3, 1, 3, 2]|[5.0, 19.0, 35.0, 52.0, 87.0, 87.0, 87.0, 110.0, 110.0, 236.0, 489.0, 505.0, 1009.0, 1892.0, 2956.0, 3784.0, 4927.0, 7725.0, 7725.0, 7725.0]|/projects/1755283828/open-source-edition-of-livecode|1.25|dreaming|3|dreaming|3|1755283828|RunRev Ltd|USA|2013-01-29|2013-02-28|30
1013|Hexcup\u2122: World's Best Beer Pong Cup|Introducing Hexcup™, the world's best beer pong cups.  We set out to make an unparalleled product,and we think we have hit the mark.|Product Design|Kansas City, MO|50000.0|108360.0|216.72|108360.0|3339|[36, 15, 1563, 1097, 193, 356, 5, 46, 0, 0]|[1.0, 5.0, 15.0, 25.0, 42.0, 45.0, 90.0, 90.0, 500.0, 500.0]|/projects/485377984/hexcup-worlds-best-beer-pong-cup|1.0|high|2|medium|1|485377984|William Heimsoth & Aaron Attebery|USA|2015-12-10|2016-02-08|60
1014|"""Period of Happiness"""|Feel more comfortable with period-proof undies!|Ready-to-wear|Los Angeles, CA|3000.0|224104.0|7470.13333333|224104.0|3331|[558, 1157, 970, 393, 118, 106]|[25.0, 40.0, 60.0, 100.0, 130.0, 180.0]|/projects/padkix/period-of-change|1.0|low|0|low|0|padkix|Padkix Design Lab|USA|2015-11-14|2015-12-15|30
1015|Glyph: A Mobile Personal Theater With Built In Premium Audio|Experience stark, vivid images like nothing you've ever seen combined with premium audio in a unique flip down form factor.|Hardware|Ann Arbor, MI|250000.0|1509506.0|603.8024|1509506.0|3331|[141, 185, 54, 26, 500, 2233, 47, 3, 0, 1]|[5.0, 10.0, 25.0, 50.0, 499.0, 499.0, 999.0, 1999.0, 4999.0, 9999.0]|/projects/avegantglyph/a-mobile-personal-theater-with-built-in-premium-au|1.0|dreaming|3|dreaming|3|avegantglyph|Avegant|USA|2014-01-22|2014-02-21|30
